user;rule_id;goal;user_type;situation;context;context_nl;item;item_nl;label
student2019-4;138;Organizing;Generic;BadWeather;twentyfourhoursweatherforecast-rain;If tomorrow it will rain and ;currentweather-snow;if it starts snowing and ;0
student2019-4;138;Organizing;Generic;BadWeather;greatluminaire-state;the great luminaire is on ;sleep-bedoccupancy;When the user is in the bed and ;0
student2019-4;138;Organizing;Generic;BadWeather;alarms-alarms;send an alarm as a text message reminding you that it will rain tomorrow ;light-state;the lights in the same room are on, ;0
student2019-4;138;Organizing;Generic;BadWeather;"twentyfourhoursweatherforecast-rain;greatluminaire-state";If tomorrow it will rain and the great luminaire is on ;entrance-hue color light entrance;turn on the red hallway light for 5 minutes;0
student2019-4;138;Organizing;Generic;BadWeather;"greatluminaire-state;alarms-alarms";the great luminaire is on send an alarm as a text message reminding you that it will rain tomorrow ;kitchenlight-state;If the kitchen light has remained on, ;0
student2019-4;138;Organizing;Generic;BadWeather;"twentyfourhoursweatherforecast-rain;greatluminaire-state;alarms-alarms";If tomorrow it will rain and the great luminaire is on send an alarm as a text message reminding you that it will rain tomorrow ;bathroomlight-state; if the bathroom lights are off [condition], ;0
student2019-4;138;Organizing;Generic;BadWeather;none;none;kitchenlight-state;the kitchen light is on, ;0
student2019-4;138;Organizing;Generic;BadWeather;none;none;microwave-state;If the microwave oven turns on ;0
student2019-4;138;Organizing;Generic;BadWeather;none;none;entrance-door;close the door.;0
student2019-4;138;Organizing;Generic;BadWeather;none;none;alarms-notificationmode;set on the alarm and ;0
student2019-4;139;EnergySaving;Generic;Generic;relativeposition-typeofproximity;If the user is out of the bedroom and ;entrance-alllight;turn on all the lights at the entrance;0
student2019-4;139;EnergySaving;Generic;Generic;bedroomlight-state;the bedroom light is turned on ;entrance-biorhythmlight;start the biorhythmic light scene at the entrance;0
student2019-4;139;EnergySaving;Generic;Generic;reminders-reminders;send a notification as a reminder stating that the light was turned on by mistake and ;kitchen alexa-vocalinput;I say the phrase 'it's time to cook' ;0
student2019-4;139;EnergySaving;Generic;Generic;"relativeposition-typeofproximity;bedroomlight-state";If the user is out of the bedroom and the bedroom light is turned on ;corridorlightstrip-state;If the light in the hallway is not turned off from 12 midnight to 7 a.m.,;0
student2019-4;139;EnergySaving;Generic;Generic;"bedroomlight-state;reminders-reminders";the bedroom light is turned on send a notification as a reminder stating that the light was turned on by mistake and ;entrancelight-saturation;the saturation is below 5, ;0
student2019-4;139;EnergySaving;Generic;Generic;"relativeposition-typeofproximity;bedroomlight-state;reminders-reminders";If the user is out of the bedroom and the bedroom light is turned on send a notification as a reminder stating that the light was turned on by mistake and ;cognitive-vocalemotionalstate;the person's voice is sad, ;0
student2019-4;139;EnergySaving;Generic;Generic;none;none;bathroom-doorsensor;When the bathroom door sensor opens and ;0
student2019-4;139;EnergySaving;Generic;Generic;none;none;livingroom-biorhythmlight;start the light biorhythm and ;0
student2019-4;139;EnergySaving;Generic;Generic;none;none;currentweather-weathericon;If the weather weather icon is sun;0
student2019-4;139;EnergySaving;Generic;Generic;none;none;timeinsidearoom-timeinsidebedroom;If the user has been in the room for more than an hour and;0
student2019-5;140;EnergySaving;Generic;Generic;fridge-door;If the refrigerator door  is open ;home-electricity;If the electricity in the house is not on, ;0
student2019-5;140;EnergySaving;Generic;Generic;none;none;all-biorhythmlight;the system turns on the house lights intermittently and;0
student2019-5;140;EnergySaving;Generic;Generic;none;none;bathroom-humidity;When the humidity in the bathroom becomes greater than 70% and ;0
student2019-5;141;Generic;Generic;BadWeather;currentweather-rain;If it is raining outside and ;devices-alexa services; tune Alexa to deliver the day's news.;0
student2019-5;141;Generic;Generic;BadWeather;livingroom-windowsensor;the windows (in the living room) are open ;currentweather-outdoorpressure;if the external pressure exceeds 50, ;0
student2019-5;141;Generic;Generic;BadWeather;"currentweather-rain;livingroom-windowsensor";If it is raining outside and the windows (in the living room) are open ;kitchen-coffeemachine;turn on the coffee machine.;0
student2019-5;141;Generic;Generic;BadWeather;none;none;tablet-state; if I have at least one device on (tablet),;0
student2019-5;141;Generic;Generic;BadWeather;none;none;reminders-reminders;send a notification to check the radiators.;0
student2019-5;141;Generic;Generic;BadWeather;none;none;kitchen-motion;If no movement in the kitchen by the sensor is recorded (condition) and;0
student2019-5;142;Health;Generic;Generic;activity-medicationname;If the user has not yet taken cardio aspirin between 8.00 a.m. and 9 a.m. ;livingroom-lightlevel;If the living room is dark and ;0
student2019-5;142;Health;Generic;Generic;kitchen-hue color light kitchen;turn on the red lights in the kitchen for 1 minute and ;datatime-localtime;If it's after 9:30 pm and;0
student2019-5;142;Health;Generic;Generic;"activity-medicationname;kitchen-hue color light kitchen";If the user has not yet taken cardio aspirin between 8.00 a.m. and 9 a.m. turn on the red lights in the kitchen for 1 minute and ;kitchen-windowsensor;the kitchen windows are closed, ;0
student2019-5;142;Health;Generic;Generic;none;none;datetime-localdate;Weather & Time date is  12-06-2020;0
student2019-5;142;Health;Generic;Generic;none;none;bedroomportablelight-brightness;When the brightness of the portable light of the bedroom  becomes greater than 100;0
student2019-5;142;Health;Generic;Generic;none;none;kitchen-windowsensor; if the window in the kitchen is closed,;0
student2019-5;143;Wellbeing;Generic;Generic;bedroom-temperaturelevel;If the bedroom temperature is below 13 degrees and ;kitchen alexa-vocalinput;I say the phrase 'it's time to cook' ;0
student2019-5;143;Wellbeing;Generic;Generic;bedroomlight-color;the room lights are blue ;devices-tv;turn off the TV and ;0
student2019-5;143;Wellbeing;Generic;Generic;bedroom-alllight;turns on neutral lights in the room and ;medication-intaketime;if  Test-user intake time is different from  15:00;0
student2019-5;143;Wellbeing;Generic;Generic;"bedroom-temperaturelevel;bedroomlight-color";If the bedroom temperature is below 13 degrees and the room lights are blue ;corridorlightstrip-state;the corridor light is on, ;0
student2019-5;143;Wellbeing;Generic;Generic;"bedroomlight-color;bedroom-alllight";the room lights are blue turns on neutral lights in the room and ;entrance-doorsensor;If the main door is not closed between 00:00 and 06:00 then ;0
student2019-5;143;Wellbeing;Generic;Generic;"bedroom-temperaturelevel;bedroomlight-color;bedroom-alllight";If the bedroom temperature is below 13 degrees and the room lights are blue turns on neutral lights in the room and ;bathroom-window;open the bathroom window;0
student2019-5;143;Wellbeing;Generic;Generic;none;none;bathroomlight-state;If the light in the bathroom is off, ;0
student2019-5;143;Wellbeing;Generic;Generic;none;none;entrance-motion;when the front door is open and ;0
student2019-5;143;Wellbeing;Generic;Generic;none;none;living room alexa-state;Alexa is off, ;0
student2019-5;143;Wellbeing;Generic;Generic;none;none;kitchen-motion;the motion sensor in the kitchen does not detect movement (condition);0
student2019-5;144;Organizing, Wellbeing;Student;Morning;activity-wakingup;If the user has woken up and ;test-user-vocalsentence;When the user says 'Alexa, make coffee' and ;0
student2019-5;144;Organizing, Wellbeing;Student;Morning;bedroomportablelight-state;the bedside table light is on blue ;entrancelight-saturation;the saturation is below 5, ;0
student2019-5;144;Organizing, Wellbeing;Student;Morning;reminders-reminders;"sends two reminders ""Get up!!"" messages and ";currentweather-snow; WHEN   Weather & Time becomes snow    and  ;0
student2019-5;144;Organizing, Wellbeing;Student;Morning;"activity-wakingup;bedroomportablelight-state";If the user has woken up and the bedside table light is on blue ;heating system-state;the heating system is on, ;0
student2019-5;144;Organizing, Wellbeing;Student;Morning;"bedroomportablelight-state;reminders-reminders";"the bedside table light is on blue sends two reminders ""Get up!!"" messages and ";corridorlightstrip-color;the light streaks glow red, ;0
student2019-5;144;Organizing, Wellbeing;Student;Morning;"activity-wakingup;bedroomportablelight-state;reminders-reminders";"If the user has woken up and the bedside table light is on blue sends two reminders ""Get up!!"" messages and ";datatime-localtime;If it's after 9:30 pm and;0
student2019-5;144;Organizing, Wellbeing;Student;Morning;none;none;smalllight-state;the bedside light is not on (condition);0
student2019-5;144;Organizing, Wellbeing;Student;Morning;none;none;devices-alexa services; tune Alexa to deliver the day's news.;0
student2019-5;144;Organizing, Wellbeing;Student;Morning;none;none;corridor-temperaturelevel;the inlet temperature is less than 18 degrees, ;0
student2019-5;144;Organizing, Wellbeing;Student;Morning;none;none;twentyfourhoursweatherforecast-outdoorcondition;Weather & Time outdoor condition is  clear sky  and;0
student2019-6;145;EnergySaving;Generic;Generic;fridge-door;If the fridge door remains open ;bedroom-activate;ACTION: Turn on the room lights gradually and;0
student2019-6;145;EnergySaving;Generic;Generic;none;none;corridor-alllight;turn off all corridor lights;0
student2019-6;145;EnergySaving;Generic;Generic;none;none;entrancelight-saturation;the saturation is below 5, ;0
student2019-6;146;Generic;Generic;BadWeather;currentweather-outdoorcondition;When a thunderstorm is coming ;home-securityintrusion;When the security system detects an intrusion, ;0
student2019-6;146;Generic;Generic;BadWeather;livingroom-windowsensor; if the windows of the living room are open ;bedroomlight-temperature;the room light is reaching a temperature above 20 degrees, ;0
student2019-6;146;Generic;Generic;BadWeather;"currentweather-outdoorcondition;livingroom-windowsensor";When a thunderstorm is coming  if the windows of the living room are open ;entrance-alllight;ACTION: Turn on the entrance and ;0
student2019-6;146;Generic;Generic;BadWeather;none;none;pc-state; if I have at least one device on (pc),;0
student2019-6;146;Generic;Generic;BadWeather;none;none;currentweather-rain;When it rains and ;0
student2019-6;146;Generic;Generic;BadWeather;none;none;test-user-outsideposition;When the user is away from home, in the office, and ;0
student2019-6;147;Security;Generic;Night;entrance-doorsensor;If the entrance door is not closed between 00:00 and 06:00 ;entrancelight-state;When the hall light is turned on,;0
student2019-6;147;Security;Generic;Night;alarms-alarms;send three voice alarms saying: Be careful  thieves! and ;bedroom-window;open the windows in the bedroom;0
student2019-6;147;Security;Generic;Night;"entrance-doorsensor;alarms-alarms";If the entrance door is not closed between 00:00 and 06:00 send three voice alarms saying: Be careful  thieves! and ;relativeposition-typeofproximity;If the user is not in the kitchen and ;0
student2019-6;147;Security;Generic;Night;none;none;livingroom-temperaturelevel;If the living room temperature is not 25 ° C between 1pm and 10pm;0
student2019-6;147;Security;Generic;Night;none;none;home-allwindow;close all the windows and ;0
student2019-6;147;Security;Generic;Night;none;none;livingroomlight-temperature;the light temperature is less than 20, ;0
student2019-6;148;Safety;Generic;Generic;kitchen-gassensor;If the gas sensor is activated in the kitchen and ;test-user-leisure;When the user starts reading and ;0
student2019-6;148;Safety;Generic;Generic;kitchen-lightlevel;if the light in the kitchen is off ;entrance-windowsensor;the entrance window is open, ;0
student2019-6;148;Safety;Generic;Generic;alarms-alarms;it sends three alarms per notification with the words: Gas leak and ;currentweather-rainquantity; the amount of rain is more than 10,;0
student2019-6;148;Safety;Generic;Generic;kitchen-alllight;turn on the light in the kitchen and ;livingroomlight-state;and the light in the living room is off, ;0
student2019-6;148;Safety;Generic;Generic;"kitchen-gassensor;kitchen-lightlevel";If the gas sensor is activated in the kitchen and if the light in the kitchen is off ;bedroomportablelight-temperature;If the bedside light is above 5299K;0
student2019-6;148;Safety;Generic;Generic;"kitchen-lightlevel;alarms-alarms";if the light in the kitchen is off it sends three alarms per notification with the words: Gas leak and ;kitchen-changelightstate;do  turn on the  Kitchen Light;0
student2019-6;148;Safety;Generic;Generic;"alarms-alarms;kitchen-alllight";it sends three alarms per notification with the words: Gas leak and turn on the light in the kitchen and ;livingroom-smokesensor;If smoke is detected in the kitchen and ;0
student2019-6;148;Safety;Generic;Generic;"kitchen-gassensor;kitchen-lightlevel;alarms-alarms";If the gas sensor is activated in the kitchen and if the light in the kitchen is off it sends three alarms per notification with the words: Gas leak and ;livingroomlight-temperature;the light temperature is less than 20, ;0
student2019-6;148;Safety;Generic;Generic;"kitchen-lightlevel;alarms-alarms;kitchen-alllight";if the light in the kitchen is off it sends three alarms per notification with the words: Gas leak and turn on the light in the kitchen and ;kitchen-smokesensor;If the smoke sensor is active and ;0
student2019-6;148;Safety;Generic;Generic;"kitchen-gassensor;kitchen-lightlevel;alarms-alarms;kitchen-alllight";If the gas sensor is activated in the kitchen and if the light in the kitchen is off it sends three alarms per notification with the words: Gas leak and turn on the light in the kitchen and ;kitchen-fridge;turn the refrigerator back on;0
student2019-6;148;Safety;Generic;Generic;none;none;twentyfourhoursweatherforecast-rain;If tomorrow it will rain and;0
student2019-6;148;Safety;Generic;Generic;none;none;home-alllight; turn on all the lights in the house.;0
student2019-6;148;Safety;Generic;Generic;none;none;kitchenlight-brightness; the brightness in the kitchen becomes less than 30%;0
student2019-6;148;Safety;Generic;Generic;none;none;livingroom-alllight;turn on the lights in the room;0
student2019-6;148;Safety;Generic;Generic;none;none;smalllight-state;the bedside light is not on (condition);0
student2019-6;149;Wellbeing;Generic;Morning;activity-wakingup;When the user wakes up ;cognitive-trainingtime;If the user does not train between 7 and 18,;0
student2019-6;149;Wellbeing;Generic;Morning;bedroom-lightlevel; if the bedroom lights are off ;bathroom-smokesensor;If the smoke sensor is active and ;0
student2019-6;149;Wellbeing;Generic;Morning;bedroom-relax;it sets the lights in relax mode (impact not too strong) and ;bedroom-activate;the lights in the room will turn on.;0
student2019-6;149;Wellbeing;Generic;Morning;"activity-wakingup;bedroom-lightlevel";When the user wakes up  if the bedroom lights are off ;entrancelight-state;if the entrance lights are off,;0
student2019-6;149;Wellbeing;Generic;Morning;"bedroom-lightlevel;bedroom-relax"; if the bedroom lights are off it sets the lights in relax mode (impact not too strong) and ;bathroom-noiselevel;When the noise in the bathroom is loud and ;0
student2019-6;149;Wellbeing;Generic;Morning;"activity-wakingup;bedroom-lightlevel;bedroom-relax";When the user wakes up  if the bedroom lights are off it sets the lights in relax mode (impact not too strong) and ;entrance-alllight; turn on the entrance lights.;0
student2019-6;149;Wellbeing;Generic;Morning;none;none;bedroom-windowsensor;if the bedroom window is open, ;0
student2019-6;149;Wellbeing;Generic;Morning;none;none;home-securityintrusion;If there is an intrusion in the house and ;0
student2019-6;149;Wellbeing;Generic;Morning;none;none;bedroom-alllight;turn them off and ;0
student2019-6;149;Wellbeing;Generic;Morning;none;none;cognitive-trainingtime;If the training time for the trial user is less than 20;0
student2019-7;150;EnergySaving;Generic;Generic;fridge-door;If the fridge door is left open ;test-user-vocalsentence;When the user says 'Alexa, make coffee' and ;0
student2019-7;150;EnergySaving;Generic;Generic;none;none;corridorlightstrip-state;If the corridor light is on, ;0
student2019-7;150;EnergySaving;Generic;Generic;none;none;all-alllight;do  turn off all lights in the house;0
student2019-7;151;Safety;Generic;Generic;relativeposition-typeofproximity;If the user is not in the kitchen and  ;bedroom-changelightstate;turn on the bedroom lights for 10 minutes and;0
student2019-7;151;Safety;Generic;Generic;kitchen-gassensor;the kitchen gas sensor is active ;corridorlightstrip-color;the light streaks glow red, ;0
student2019-7;151;Safety;Generic;Generic;all-biorhythmlight;the system turns on the house lights intermittently and ;kitchen-coffeemachine;turn on the bedroom light;0
student2019-7;151;Safety;Generic;Generic;"relativeposition-typeofproximity;kitchen-gassensor";If the user is not in the kitchen and  the kitchen gas sensor is active ;all-activate;start the activating light scene;0
student2019-7;151;Safety;Generic;Generic;"kitchen-gassensor;all-biorhythmlight";the kitchen gas sensor is active the system turns on the house lights intermittently and ;microwave-state;If the microwave oven turns on ;0
student2019-7;151;Safety;Generic;Generic;"relativeposition-typeofproximity;kitchen-gassensor;all-biorhythmlight";If the user is not in the kitchen and  the kitchen gas sensor is active the system turns on the house lights intermittently and ;kitchen-microwave;turn off the microwave oven and ;0
student2019-7;151;Safety;Generic;Generic;none;none;corridor-smokesensor;If smoke is detected in the hallway and ;0
student2019-7;151;Safety;Generic;Generic;none;none;entrance-lightlevel;If the light level at the entrance is dark and ;0
student2019-7;151;Safety;Generic;Generic;none;none;livingroom-biorhythmlight;start the light biorhythm and ;0
student2019-7;151;Safety;Generic;Generic;none;none;livingroomlight-state; If the color of the light in the living room is White, ;0
student2019-7;152;Wellbeing;Generic;Generic;cognitive-emotionalstate;If the user is sad and ;bedroomlight-color;the room lights are blue;0
student2019-7;152;Wellbeing;Generic;Generic;livingroomlight-state;light in the lounge is off ;kitchen-changelightstate;do  turn on the  Kitchen Light;0
student2019-7;152;Wellbeing;Generic;Generic;livingroom-relax;the system activates the lights in a relaxing way and ;smalllight-state;the bedside light is not on (condition);0
student2019-7;152;Wellbeing;Generic;Generic;"cognitive-emotionalstate;livingroomlight-state";If the user is sad and light in the lounge is off ;kitchen-windowsensor;If the kitchen window sensor indicates it is open and ;0
student2019-7;152;Wellbeing;Generic;Generic;"livingroomlight-state;livingroom-relax";light in the lounge is off the system activates the lights in a relaxing way and ;kitchen-hue color light kitchen;turn on the red lights in the kitchen for 5 minutes.;0
student2019-7;152;Wellbeing;Generic;Generic;"cognitive-emotionalstate;livingroomlight-state;livingroom-relax";If the user is sad and light in the lounge is off the system activates the lights in a relaxing way and ;bathroom-relax; activate relaxing lights in the bathroom.;0
student2019-7;152;Wellbeing;Generic;Generic;none;none;kitchen-motion;the motion sensor in the kitchen does not detect movement (condition);0
student2019-7;152;Wellbeing;Generic;Generic;none;none;entrance-alllight; turn on the entrance lights and ;0
student2019-7;152;Wellbeing;Generic;Generic;none;none;bathroom-humidity;When the humidity in the bathroom becomes greater than 70% and ;0
student2019-7;152;Wellbeing;Generic;Generic;none;none;cognitive-vocalemotionalstate;If the user's voice is not happy ;0
student2019-7;153;Generic;Generic;BadWeather;currentweather-rain;If it starts to rain and ;livingroomlight-color;the light in the living room is yellow,;0
student2019-7;153;Generic;Generic;BadWeather;livingroom-windowsensor;the windows of the lounge are open ;devices-alexa services;activate Alexa with the news of the day and ;0
student2019-7;153;Generic;Generic;BadWeather;"currentweather-rain;livingroom-windowsensor";If it starts to rain and the windows of the lounge are open ;entrance-temperaturelevel;If the entrance temperature becomes less than 15 degrees and ;0
student2019-7;153;Generic;Generic;BadWeather;none;none;test-user-vocalsentence;When the user says 'Alexa, make coffee' and ;0
student2019-7;153;Generic;Generic;BadWeather;none;none;hearth rate;"send  two  alarms ""hearth rate"" by notification";0
student2019-7;153;Generic;Generic;BadWeather;none;none;bedroomlight-color;the room lights are blue;0
student2019-7;154;Health;Generic;Generic;activity-medicationname;If the user has not taken the blood pressure medicine between 14.00 and 15.00 ;currentweather-snow;if it starts snowing and ;0
student2019-7;154;Health;Generic;Generic;all-biorhythmlight;the system turns on the house lights intermittently and ;bathroom-changelightstate; do  turn on the  Bathroom Light for 5 minutes;0
student2019-7;154;Health;Generic;Generic;"activity-medicationname;all-biorhythmlight";If the user has not taken the blood pressure medicine between 14.00 and 15.00 the system turns on the house lights intermittently and ;kitchen-microwave;turn off the microwave oven and ;0
student2019-7;154;Health;Generic;Generic;none;none;cognitive-trainingtime;Test-user training time becomes  less then  15 minutes;0
student2019-7;154;Health;Generic;Generic;none;none;cognitive-lastconnectiontime;When  Test-user last connection becomes  more then  48 hours or;0
student2019-7;154;Health;Generic;Generic;none;none;corridor-motion;If no movement is detected in the corridor and ;0
student2019-8;155;Safety;Generic;Generic;kitchen-gassensor;If the gas sensor is active (condition) and ;currentweather-wind;if the wind outside is more than 5 km/h and ;0
student2019-8;155;Safety;Generic;Generic;kitchen-motion;the motion sensor in the kitchen does not detect movement (condition) ;kitchen-coffeemachine; turn off the coffee machine and ;0
student2019-8;155;Safety;Generic;Generic;alarms-alarms; it sends the user three times a text message saying: Has anyone forgotten to turn off the gas? And ;kitchenlight-state; Kitchen Light state is    on  ,  ;0
student2019-8;155;Safety;Generic;Generic;"kitchen-gassensor;kitchen-motion";If the gas sensor is active (condition) and the motion sensor in the kitchen does not detect movement (condition) ;bedroom-changelightstate;turn on the light and ;0
student2019-8;155;Safety;Generic;Generic;"kitchen-motion;alarms-alarms";the motion sensor in the kitchen does not detect movement (condition)  it sends the user three times a text message saying: Has anyone forgotten to turn off the gas? And ;bedroom-relax;the intensity of the lighting in the room will be lowered.;0
student2019-8;155;Safety;Generic;Generic;"kitchen-gassensor;kitchen-motion;alarms-alarms";If the gas sensor is active (condition) and the motion sensor in the kitchen does not detect movement (condition)  it sends the user three times a text message saying: Has anyone forgotten to turn off the gas? And ;kitchen-fridge;turn the refrigerator back on;0
student2019-8;155;Safety;Generic;Generic;none;none;garden-smokesensor;If the smoke sensor in the garden is not turned on, ;0
student2019-8;155;Safety;Generic;Generic;none;none;corridor-temperaturelevel;the inlet temperature is less than 18 degrees, ;0
student2019-8;155;Safety;Generic;Generic;none;none;livingroom-smokesensor;If smoke is detected in the kitchen and ;0
student2019-8;155;Safety;Generic;Generic;none;none;entrancelight-saturation;the saturation is below 5, ;0
student2019-8;156;Wellbeing, EnergySaving;Generic;ColdSeason;currentweather-outdoortemperature;When the outside temperature drops below 6 degrees (event) and ;test-user-outsideposition;If the user is not at work between 18:00 and 19:00, ;0
student2019-8;156;Wellbeing, EnergySaving;Generic;ColdSeason;corridor-doorwindowsensor; the sensor located in the corridor detects the open window (condition) ;bathroom-hue color light bathroom; change the bathroom light to red and ;0
student2019-8;156;Wellbeing, EnergySaving;Generic;ColdSeason;"currentweather-outdoortemperature;corridor-doorwindowsensor";When the outside temperature drops below 6 degrees (event) and  the sensor located in the corridor detects the open window (condition) ;bedroom-relax;"turn on the relaxation lights in the room;";0
student2019-8;156;Wellbeing, EnergySaving;Generic;ColdSeason;none;none;bathroom-changelightstate; do  turn on the  Bathroom Light for 5 minutes;0
student2019-8;156;Wellbeing, EnergySaving;Generic;ColdSeason;none;none;bedroom-biorhythmlight;do start biorhythm light scene in the bedroom;0
student2019-8;156;Wellbeing, EnergySaving;Generic;ColdSeason;none;none;entrance-lightlevel;If the light level at the entrance is dark and ;0
student2019-8;157;EnergySaving;Generic;Generic;relativeposition-typeofproximity;If the user leaves the bathroom (event) and ;livingroomlight-color;the light in the living room is yellow,;0
student2019-8;157;EnergySaving;Generic;Generic;bathroomlight-state;the bathroom light is on (condition) ;entrance-motion;If the motion sensor at the entrance detects something and ;0
student2019-8;157;EnergySaving;Generic;Generic;corridor-light strip corridor;activates the track of led lights in the corridor for one minute  setting them to light blue and ;kitchen-alllight;turns on the lights in the kitchen.;0
student2019-8;157;EnergySaving;Generic;Generic;"relativeposition-typeofproximity;bathroomlight-state";If the user leaves the bathroom (event) and the bathroom light is on (condition) ;alerts-alerts;turn on the light strip corridor, ;0
student2019-8;157;EnergySaving;Generic;Generic;"bathroomlight-state;corridor-light strip corridor";the bathroom light is on (condition) activates the track of led lights in the corridor for one minute  setting them to light blue and ;datetime-localtime;When time becomes  16:00 minutes;0
student2019-8;157;EnergySaving;Generic;Generic;"relativeposition-typeofproximity;bathroomlight-state;corridor-light strip corridor";If the user leaves the bathroom (event) and the bathroom light is on (condition) activates the track of led lights in the corridor for one minute  setting them to light blue and ;home-robotvacuumcleaner; turn off the vacuum cleaner and ;0
student2019-8;157;EnergySaving;Generic;Generic;none;none;light-state;if the lights in the living room are off, ;0
student2019-8;157;EnergySaving;Generic;Generic;none;none;datetime-daytype;it's a working day, ;0
student2019-8;157;EnergySaving;Generic;Generic;none;none;livingroom-activate;the lights come on in Activating Scene mode;0
student2019-8;157;EnergySaving;Generic;Generic;none;none;bedroomportablelight-temperature;If the bedside light is above 5299K;0
student2019-8;158;Comfort, Organizing;Generic;Generic;kitchenlight-brightness;If the intensity of the kitchen light bulb is less than 1 (condition) ;datetime-localdate;it's December 9th;0
student2019-8;158;Comfort, Organizing;Generic;Generic;none;none;smalllight-state;the bedside light is not on (condition);0
student2019-8;158;Comfort, Organizing;Generic;Generic;none;none;greatluminaire-state;the lights are off;0
student2019-8;159;Wellbeing, Health;Generic;GoodWeather;physiological-steps;If the application indicates that the number of steps taken today by the user is not greater than 7000 (condition) ;test-user-bodytemperature;When the body temperature is greater than 38 and ;0
student2019-8;159;Wellbeing, Health;Generic;GoodWeather;alarms-alarms;"it sends the alarm ""You did little exercise today. You should take a walk."" once to remind the user that it is better to be physically active and ";test-user-heartrate;When my heart rate exceeds a certain threshold and;0
student2019-8;159;Wellbeing, Health;Generic;GoodWeather;"physiological-steps;alarms-alarms";"If the application indicates that the number of steps taken today by the user is not greater than 7000 (condition) it sends the alarm ""You did little exercise today. You should take a walk."" once to remind the user that it is better to be physically active and ";bedroomportablelight-temperature;If the bedside light is above 5299K;0
student2019-8;159;Wellbeing, Health;Generic;GoodWeather;none;none;smartphone-state; if I have at least one device on (smartphone),;0
student2019-8;159;Wellbeing, Health;Generic;GoodWeather;none;none;vocalinput-vocalstring;"When  Test-user vocal string becomes  ""turn on light in living room scene relaxing"" ";0
student2019-8;159;Wellbeing, Health;Generic;GoodWeather;none;none;test-user-heartrate;When my heart rate exceeds a certain threshold and;0
student2019-8;160;Wellbeing;Generic;Evening;bathroomlight-state;If the bathroom light is not turned off ;light-state;if the main lights in the living room are on, ;0
student2019-8;160;Wellbeing;Generic;Evening;datetime-localtime; in the time interval from 21:00 to 22:30 (condition) ;bedroom-activate;do start activating light scene in the bedroom;0
student2019-8;160;Wellbeing;Generic;Evening;"bathroomlight-state;datetime-localtime";If the bathroom light is not turned off  in the time interval from 21:00 to 22:30 (condition) ;currentweather-outdoorpressure;if the external pressure exceeds 50, ;0
student2019-8;160;Wellbeing;Generic;Evening;none;none;home-heating; turn off the heating system and ;0
student2019-8;160;Wellbeing;Generic;Evening;none;none;wi fi-state;When the wifi goes out ;0
student2019-8;160;Wellbeing;Generic;Evening;none;none;physiological-steps;If between 07:19 and 21:19 the test user has not taken more than 500 steps;0
student2019-8;161;Safety;Generic;Generic;kitchen-motion;If no movement in the kitchen by the sensor is recorded (condition) and ;twentyfourhoursweatherforecast-rain;If it doesn't rain tomorrow between 8:00 and 12:00, ;0
student2019-8;161;Safety;Generic;Generic;kitchen-gassensor; the gas sensor becomes active (event) ;entrance-temperaturelevel;If the entrance temperature becomes less than 15 degrees and ;0
student2019-8;161;Safety;Generic;Generic;"kitchen-motion;kitchen-gassensor";If no movement in the kitchen by the sensor is recorded (condition) and  the gas sensor becomes active (event) ;greatluminaire-state;the lights are off, ;0
student2019-8;161;Safety;Generic;Generic;none;none;entrance-lightlevel;when there is daylight at the entrance and ;0
student2019-8;161;Safety;Generic;Generic;none;none;entrance-hue color light entrance;turn on the red hallway light for 5 minutes;0
student2019-8;161;Safety;Generic;Generic;none;none;home-securityintrusion;When the security system detects an intrusion, ;0
student2019-8;162;Safety;Family;Night;relativeposition-typeofproximity;If the child is not in the bedroom in the time interval from 23:00 to 00:00 (condition with 'Not') ;bathroom-alllight;turn off all the lights in the bathroom;0
student2019-8;162;Safety;Family;Night;reminders-reminders;"send the parent (s) three alarms with the text ""Child is not in the bedroom!"" and ";test-user-outsideposition;If the user is not at work between 18:00 and 19:00, ;0
student2019-8;162;Safety;Family;Night;"relativeposition-typeofproximity;reminders-reminders";"If the child is not in the bedroom in the time interval from 23:00 to 00:00 (condition with 'Not') send the parent (s) three alarms with the text ""Child is not in the bedroom!"" and ";smartphone-state; if I have at least one device on (smartphone),;0
student2019-8;162;Safety;Family;Night;none;none;bedroomportablelight-state;the bedside table light is on blue;0
student2019-8;162;Safety;Family;Night;none;none;bathroom-relax; activate relaxing lights in the bathroom.;0
student2019-8;162;Safety;Family;Night;none;none;kitchen-lightlevel;If it is daylight outside and ;0
student2019-8;163;EnergySaving;Generic;Generic;kitchen-motion;If the motion sensor in the kitchen detects a degree of movement lower than -3 (condition) ;entrance-door;close the door.;0
student2019-8;163;EnergySaving;Generic;Generic;fridge-door; and the refrigerator door is open (condition) ;kitchen-noiselevel;If the noise in the kitchen is greater than 60 db (example threshold) and ;0
student2019-8;163;EnergySaving;Generic;Generic;"kitchen-motion;fridge-door";If the motion sensor in the kitchen detects a degree of movement lower than -3 (condition)  and the refrigerator door is open (condition) ;entrance-changelightstate;turn them on for two minutes and;0
student2019-8;163;EnergySaving;Generic;Generic;none;none;entrance light-state;If the outside lights are off,;0
student2019-8;163;EnergySaving;Generic;Generic;none;none;todayweather-outdoortemperature;When today the outside temperature becomes less than 10 and ;0
