user,rule_id,goal,user_type,situation,context,context_nl,item,item_nl,label
student2021-09,404,Security,Generic,GoingOut,relativeposition-typeofproximity,When I am out of the house and  ,entrance-doorsensor,"if the front door is open,",1
student2020-23,337,EnergySaving,Generic,Generic,none,none,reminders-reminders,remember to turn off the water.,1
student2019-12,184,Organizing,Generic,Generic,bathroom-hue color light bathroom, change the bathroom light to red and  ,bathroomlight-state," the bathroom light is on,",1
student2019-6,149,Wellbeing,Generic,Morning,bedroom-lightlevel;bedroom-relax, if the bedroom lights are off it sets the lights in relax mode (impact not too strong) and ,reminders-reminders, sends a voice that says: Have a nice day.,1
student2019-7,152,Wellbeing,Generic,Generic,none,none,corridor-motion,If no movement is detected in the corridor and ,0
student2020-14,293,EnergySaving,Generic,Generic,none,none,livingroom-alllight,turn off the light in the living room,1
student2021-12,418,"Comfort, Wellbeing",Generic,Generic,none,none,activity-medicationname,if Eucreas lunch was not taken between 1pm and 2pm,0
student2020-7,258,Safety,Generic,Generic,none,none,kitchen-hue color light kitchen,turn on the red lights in the kitchen for 5 minutes.,1
student2020-20,324,Wellbeing,Generic,Working,none,none,livingroomlight-state,"and the light in the living room is on, ",0
student2020-9,266,EnergySaving,Generic,Night,none,none,corridorlightstrip-state,"if  Corridor Light Strip state is   not   off   between 23:57 and 06:57 ,  ",1
student2020-24,343,Wellbeing,Generic,Night,bedroom-alllight,turn off the bedroom lights and  ,kitchen-gassensor,if the gas is on ,0
domainExpert7,51,Comfort,Caregiver,Generic,relativeposition-typeofproximity;datetime-localtime,When Test-user   is  inside  livingroom and time is  more then  09:30 minutes ,kitchen-motion,If the motion sensor in the kitchen detects a degree of movement lower than -3 (condition),0
student2021-08,398,WellBeing,Generic,Night,tv-state,"the TV is on,  ",kitchen-motion,the motion sensor in the kitchen does not detect movement (condition),0
domainExpert7,51,Comfort,Caregiver,Generic,none,none,relativeposition-typeofproximity,When Test-user   is  inside  livingroom and,1
student2020-1,225,EnergySaving,Generic,Generic,none,none,reminders-reminders, remind me via message to close it,1
student2021-04,379,EnergySaving,Generic,GoingOut,heating system-state,"If the heating system is on,  ",activity-medicationname,if aspirine has been taken,0
student2021-12,418,"Comfort, Wellbeing",Generic,Generic,none,none,datetime-localtime,If it's 9pm and ,1
student2020-24,340,EnergySaving,Generic,Generic,none,none,bathroomlight-state,"When the microwave door is open, ",1
student2021-10,405,Organizing,Generic,Generic,none,none,hearth rate,"send  two  alarms ""hearth rate"" by notification",0
student2021-05,383,"Wellbeing,Comfort",Generic,ColdSeason,home-heating,turn on the heating and  ,home-alllight, turn on all the lights in the house.,0
student2019-6,146,Generic,Generic,BadWeather,none,none,entrancelight-saturation,"the saturation is below 5, ",0
student2020-3,239,Wellbeing,Generic,Night,bedroom-biorhythmlight,turn on the lights in biorhythm mode. ,cognitive-vocalemotionalstate,When  Test-user vocal emotional state becomes  happy,0
student2020-4,240,Generic,Generic,Debug,none,none,home-securityintrusion,"When the security system detects an intrusion, ",0
student2020-24,343,Wellbeing,Generic,Night,none,none,alarms-alarms,"send the voice alarm ""It's midnight""",1
applicationExpert1,40,"Wellbeing, Health",Generic,GoodWeather,none,none,livingroom-temperaturelevel,"When the room temperature reaches 30 degrees, ",0
student2021-15,433,"Comfort, Organizing",Generic,GoingOut,relativeposition-typeofproximity;entrance-doorsensor,"When I am outside the entrance and  the front door is open,  ",home-allwindow,close all the windows and ,1
student2021-02,366,Health,Generic,Generic,none,none,coffee machine-state,"if the coffee machine is on,",0
student2020-13,287,Organizing,Generic,"BadWeather, ColdSeason",none,none,currentweather-outdoortemperature,"the outside temperature is below 5 degrees, ",1
applicationExpert4,102,Wellbeing,Generic,Generic,cognitive-emotionalstate,When  Test-user kwido emotional state becomes  sad ,livingroom-relax, do start relaxing light scene in the living room,1
applicationExpert4,94,Safety,Caregiver,"ElderlyAlone, Night",none,none,test-user-medicine,"If I haven't taken my medicine at 11, ",0
student2019-3,130,"Organizing, Wellbeing",Student,Morning,alarms-alarms;datetime-localtime,"send the text message ""Lights on"" to me and  it's 7am ",livingroomlight-state,If the lights are off and,1
student2021-08,399,WellBeing,Generic,ColdSeason,none,none,entrance-changelightstate,turn them on for two minutes and,0
student2019-8,162,Safety,Family,Night,none,none,bathroom-smokesensor,If the smoke sensor is active and ,0
domainExpert8,70,Health,Caregiver,Generic,none,none,datetime-localtime,When time becomes  08:00 minutes,1
student2021-12,416,Safety,Generic,Night,none,none,alarms-notificationmode,start the sirens and ,1
student2020-4,244,Comfort,Generic,Generic,entrance-alllight, turn on the entrance lights and  ,reminders-reminders,"notify me vocally with the message ""Someone at the entrance""",1
student2020-25,348,Comfort,Generic,Generic,livingroom-lightlevel,If the living room is dark and  ,livingroom-alllight,turn on the lights.,0
student2020-11,275,EnergySaving,Generic,Debug,reminders-reminders,"text me ""Remember not to leave the refrigerator door open."" ",fridge-door,"If the refrigerator door is open, ",1
applicationExpert2,67,Generic,Generic,Generic,bedroom-biorhythmlight,do start biorhythm light scene in the bedroom ,bedroom-lightlevel,When  Bedroom light level becomes  no light,1
student2021-07,393,WellBeing,Generic,ColdSeason,none,none,bedroom-lightlevel, if the bedroom lights are off,0
student2020-2,232,Generic,Generic,Generic,microwave-door,When the microwave door is opened while the dish is cooking ,bedroom-windowsensor,"the window of the bedroom is open, ",0
student2019-13,185,Generic,Generic,Generic,reminders-reminders,"it sends the notification ""Corridor light is on"" to the user. ",corridorlightstrip-state,"If the corridor light is on, ",1
student2021-03,370,Organizing,Generic,Generic,pc-state,When I turn on the computer  ,reminders-reminders,remind me to put on the glasses with a notification,1
student2020-23,339,Wellbeing,Generic,Generic,none,none,bedroomlight-state,"the lights are off,",1
student2019-20,221,EnergySaving,Generic,Generic,none,none,fridge-door,If the fridge door is open and ,1
student2020-23,337,EnergySaving,Generic,Generic,reminders-reminders,remember to turn off the water. ,livingroom-biorhythmlight,start the light biorhythm and ,0
student2020-11,279,Comfort,Generic,Generic,bathroom-alllight,turn off the lights in the bathroom and  ,vocalinput-vocalstring,"the user says the voice input ""Turn off the lights in the bathroom,"" ",1
applicationExpert1,43,Generic,Caregiver,Generic,datetime-localtime;datetime-localtime,If time  is between 17:55 AND 18:00 If time  is between 17:55 AND 18:00 ,corridor-light strip corridor,do  turn on the   Light Strip Corridor and set color to Electric green for 2 minutes,1
student2019-11,178,Comfort,Generic,Generic,relativeposition-typeofproximity;bedroomlight-state,"When the user enters the room,  if the room light is off, ",bedroom-alllight, turn on the light in the room and ,1
applicationExpert2,66,Safety,Caregiver,ElderlyAlone,none,none,timeinsidearoom-timeinsidebathroom,When time inside bathroom becomes  more then  30 minutes,1
student2020-23,337,EnergySaving,Generic,Generic,bathroomlight-state,"the light is turned off,  ",reminders-reminders,remember to turn off the water.,1
student2021-08,395,Comfort,Generic,Generic,coffee machine-state,"When the coffee machine turns off,  ",reminders-reminders,send me a voice notification saying 'The coffee is ready!'.,1
student2021-12,418,"Comfort, Wellbeing",Generic,Generic,devices-tv;livingroom-hue color light living room;light-state,"turn on the TV  turn on the blue light and  the light in the living room is off, ",datetime-localtime,If it's 9pm and ,1
student2020-14,293,EnergySaving,Generic,Generic,none,none,livingroom-lightlevel,"If the brightness in the living room is at the ""Daylight"" level, ",1
student2020-14,293,EnergySaving,Generic,Generic,none,none,timeinsidearoom-timeinsidebedroom,If you stay in the bedroom for more than 10 hours and ,0
student2020-15,299,Comfort,Generic,Generic,relativeposition-typeofproximity;bathroomlight-state,"If the user is in the bathroom and  the bathroom lights are off,  ",kitchen-changelightstate,the kitchen lights come on.,0
student2019-18,213,"Comfort, Wellbeing",Generic,BadWeather,all-biorhythmlight,ACTION: (1) Turn on the house lights intermittently and  ,bedroom-window,then open the windows,0
student2020-17,306,EnergySaving,Generic,Generic,none,none,currentweather-rainquantity,"the amount of rain is more than 40, ",0
student2020-13,286,EnergySaving,Generic,Night,none,none,livingroom-lightlevel, LivingRoom light level is  low light,0
student2019-13,186,"EnergySaving, Wellbeing",Generic,Generic,livingroom-windowsensor,If the windows in the living room are open and  ,test-user-leisure," the TV is on,",0
domainExpert7,60,Comfort,Generic,Generic,none,none,livingroom-lightlevel,the LivingRoom light level is very low,1
student2020-19,316,Security,Generic,Night,none,none,bedroomlight-state,"the light in the bedroom is on, ",0
student2020-8,264,Safety,Caregiver,Generic,none,none,bathroom-alllight,turn off the lights in the bathroom and ,0
student2019-11,175,EnergySaving,Generic,Generic,none,none,reminders-reminders,send me a reminder via text message,1
applicationExpert1,37,Health,Caregiver,Generic,none,none,reminders-reminders,"do send  one  reminder  ""Aspirine taken"" by notification",1
student2020-11,277,Organizing,Student,ColdSeason,none,none,currentweather-snow,if it starts snowing and ,1
student2019-17,205,"Comfort, Wellbeing",Generic,HotSeason,none,none,livingroom-alllight,turn them on.,0
student2020-11,277,Organizing,Student,ColdSeason,reminders-reminders,"text ""sister"" ""It's snowing! No beach volleyball at 2:20 p.m."" ",home-allwindow,close all the windows and ,0
student2020-5,249,"EnergySaving, Wellbeing",Generic,Night,bedroom-alllight,turn them off and  ,reminders-reminders,"send me the reminder ""Even today you fell asleep with the light on """,1
student2020-23,337,EnergySaving,Generic,Generic,none,none,kitchen-microwave,turn off the microwave oven and ,0
domainExpert4,19,Health,Caregiver,Generic,none,none,cognitive-trainingtime,If the user does not train for at least 60 minutes between 08:00 and 10:00,0
student2020-25,349,Comfort,Generic,Generic,none,none,bathroom-window,close the window,0
student2020-5,248,Safety,Generic,Generic,none,none,kitchen-alllight,then turn on the lights in the kitchen and ,0
domainExpert8,71,Health,Caregiver,Generic,none,none,livingroom-biorhythmlight,start the light biorhythm and ,0
student2020-8,264,Safety,Caregiver,Generic,none,none,timeinsidearoom-timeinsidebathroom,when a person is in the bathroom for more than ten minutes and ,1
domainExpert4,5,Generic,Caregiver,Debug,none,none,greatluminaire-state,if the state of Great Luminaire is off,1
student2021-15,432,Wellbeing,Generic,Evening,kitchen-changelightstate;devices-alexa services;kitchen alexa-vocalinput,the kitchen lights come on. Alexa turns on the music and  I say the phrase 'it's time to cook'  ,datetime-localtime,If it's later than 19:00 and ,1
student2020-13,287,Organizing,Generic,"BadWeather, ColdSeason",currentweather-rain,If it is raining outside and  ,light-state,"the lights in the same room are on, ",0
student2020-24,344,Comfort,Generic,Generic,relativeposition-typeofproximity;livingroomlight-state;livingroom-livingroom-greatluminare,"If I am entering the living room and  the living room lights are off,  turn on the large living room light and  ",kitchen-lightlevel,"the kitchen light is off, ",0
student2020-26,352,Wellbeing,Generic,Generic,reminders-reminders;datetime-localtime,"send a voice notification ""It's time to get up"" it is midday,  ",sleep-sleepduration,When the user has been sleeping for 5 hours and ,1
student2019-12,182,Health,Caregiver,Generic,alarms-alarms,send an alarm via the 'Check blood pressure' notification and  ,bedroom-hue color light bedroom,turn on a turquoise light in the bedroom for 5 minutes,1
student2020-11,277,Organizing,Student,ColdSeason,reminders-reminders;datetime-localtime,"text ""sister"" ""It's snowing! No beach volleyball at 2:20 p.m."" it's 2 p.m.,  ",twentyfourhoursweatherforecast-outdoorcondition,Weather & Time outdoor condition is  clear sky  and,0
student2019-18,210,Comfort,Generic,Generic,relativeposition-typeofproximity;entrance-alllight,TRIGGER (EVENT): When I enter the house  ACTION: Turn on the entrance and  ,home-securityintrusion,If there is an intrusion in the house and ,0
applicationExpert4,94,Safety,Caregiver,"ElderlyAlone, Night",none,none,fridge-door, the refrigerator door is open,0
domainExpert5,34,Health,Caregiver,Generic,alarms-alarms,"send three notices ""Remember to take the Pantorc"" by notification ",activity-medicationname,If Pantorc has not been taken between 7:00am and 7:15am,1
student2020-4,242,Safety,Generic,Generic,none,none,entrance-temperaturelevel,If the entrance temperature becomes less than 15 degrees and ,0
student2019-13,187,Security,Generic,Generic,entrance-doorsensor;alarms-alarms,"If the entrance door is not closed between midnight and 8.00 in the morning,  send a text message to the user ""Door has been opened!!!"" and ",entrancelight-saturation,"the saturation is below 5, ",0
student2021-09,401,"Comfort,Wellbeing",Generic,BadWeather,none,none,personaldata-age,If the user is over 70 years old,0
student2021-08,396,Safety,Generic,Generic,kitchen-gassensor,When the gas sensor goes on and ,kitchen-windowsensor,"the kitchen window is closed, ",1
domainExpert5,32,Health,Caregiver,Generic,none,none,alarms-alarms,"send three notices ""Norvasc 5 mg 1cp/die"" by notification",1
applicationExpert4,109,Wellbeing,Generic,Generic,livingroom-relax,do start relaxing light scene in the living room ,relativeposition-typeofproximity, Test-user   is  inside  livingroom,1
student2021-02,369,Safety,Generic,Generic,reminders-reminders;kitchen-microwave;relativeposition-typeofproximity,"send a notification saying: ""the microwave has been turned off"" turn off the microwave oven and  while I'm away from home,  ",tv-state,"the television is on, ",0
student2019-12,182,Health,Caregiver,Generic,none,none,currentweather-outdoorcondition,When there is dense fog outside the house and ,0
student2020-1,225,EnergySaving,Generic,Generic,none,none,microwave-door,"If the microwave door is open,",1
student2021-04,379,EnergySaving,Generic,GoingOut,relativeposition-typeofproximity,when I am away from home ,heating system-state,"If the heating system is on, ",1
student2020-20,324,Wellbeing,Generic,Working,cognitive-vocalemotionalstate;livingroom-lightlevel,"When the user's emotional state becomes angry and  the living room light is on,  ",livingroom-relax,start a relaxing light scene in the living room and ,1
student2020-7,259,Wellbeing,Generic,Generic,none,none,reminders-reminders,he receives a reminder voice message 'Wake up it's your birthday!' and ,1
student2019-20,220,EnergySaving,Generic,Generic,entrancelight-state;reminders-reminders," the entrance light is on,  change the color of the light to red for two minutes and ",livingroom-lightlevel,If the living room is dark and ,0
student2021-06,388,Health,Generic,Generic,test-user-heartrate;smartphone-state;tablet-state;pc-state,"When my heart rate exceeds a certain threshold and  if I have at least one device on (smartphone),  if I have at least one device on (tablet),  if I have at least one device on (pc), ",livingroom-alllight,turn on all the lights in the living room,0
applicationExpert4,107,"Safety, Comfort",Generic,Night,none,none,datetime-localtime,time  is between 00:00 AND 06:00 ,1
student2021-04,376,Security,Generic,Night,none,none,all-biorhythmlight,the system turns on the house lights intermittently and,0
student2019-9,168,Security,Generic,Generic,none,none,heating system-state,"the heating system is on,",0
student2020-18,310,EnergySaving,Generic,Generic,none,none,kitchen-smokesensor,If the kitchen smoke sensor is active or ,0
student2019-16,203,Safety,Generic,Generic,bathroom-smokesensor;bathroomlight-state;alarms-alarms,"If the smoke sensor is active and  the bathroom light is off,  send the SMS ""Smoke! Check the bathroom"" to Ylenia and ",timeinsidearoom-timeinsidebedroom,If you stay in the bedroom for more than 10 hours and ,0
student2019-5,143,Wellbeing,Generic,Generic,none,none,bedroom-alllight,turns on neutral lights in the room and,1
student2020-3,238,EnergySaving,Generic,Generic,kitchen-temperaturelevel;fridge-door;alarms-alarms,"if the room temperature is higher than 4 degrees and  the fridge door is open,   warn the user with the message ""Close the fridge door!"" and ",kitchen-alllight,turn on the light.,1
student2020-5,248,Safety,Generic,Generic,kitchen-windowsensor,"the kitchen windows are closed,  ",alarms-alarms,turn on the alarm and ,1
student2021-07,392,EnergySaving,Generic,Generic,none,none,livingroom-window,close the windows in the living room.,0
student2020-3,238,EnergySaving,Generic,Generic,fridge-door;alarms-alarms,"the fridge door is open,   warn the user with the message ""Close the fridge door!"" and ",bathroom-temperaturelevel,if  Bathroom temperature becomes  less then  13  and  ,0
applicationExpert4,99,Comfort,Generic,Generic,none,none,corridor-light strip corridor,do  turn on the  Light Strip Corridor for 5 minutes,0
student2020-14,292,Safety,Generic,Generic,kitchen-gassensor;kitchen-windowsensor,"If the gas detector in the kitchen is turned on, and  if the window in the kitchen is closed, ",reminders-reminders," it sends a voice alarm three times repeating ""Open the window, the gas level is too high""",1
student2020-16,303,Comfort,Generic,Generic,livingroom-lightlevel;datetime-localtime,If the light in the room is not at a normal level  between 9 am and 4 pm and  ,livingroomlight-state,"the lights are off, ",1
domainExpert9,74,Wellbeing,Generic,Generic,none,none,livingroom-activate,do start activating light scene in the living room,1
student2020-19,318,"Wellbeing,Organizing",Generic,Evening,none,none,reminders-reminder,remind me to drink some water,0
student2019-9,168,Security,Generic,Generic,all-alllight;alarms-alarms,turn on all the lights in the house.  send a text message to the user saying: movement detected in the living room and ,greatluminaire-state,the lights are off,1
student2020-18,314,Wellbeing,Generic,Generic,bedroom-alllight," turn on all the lights in the bedroom,  ",bedroomportablelight-state,"and if the bedroom light is off,",1
domainExpert4,5,Generic,Caregiver,Debug,greatluminaire-state,if the state of Great Luminaire is off ,kitchen-changelightstate,shed some light in the kitchen,1
student2021-13,424,"Comfort,Wellbeing",Generic,Generic,tv-state;test-user-leisure;home-robotvacuumcleaner,"if the user wants to watch TV and  the TV is on,  turn off the vacuum cleaner and  ",reminders-reminders,send reminders to vacuum clean when you have finished watching TV.,1
student2019-8,160,Wellbeing,Generic,Evening,datetime-localtime, in the time interval from 21:00 to 22:30 (condition) ,bedroom-biorhythmlight,turn on the lights in biorhythm mode.,0
student2021-06,388,Health,Generic,Generic,none,none,sleep-sleepduration,If I am in bed and fall asleep ,0
domainExpert4,12,Health,Caregiver,Generic,none,none,currentweather-rain,When it rains and ,0
applicationExpert1,40,"Wellbeing, Health",Generic,GoodWeather,datetime-localtime,When time becomes  18:25 minutes and ,kitchen-windowsensor,If the kitchen window sensor indicates it is open and ,0
student2019-6,149,Wellbeing,Generic,Morning,activity-wakingup;bedroom-lightlevel;bedroom-relax,When the user wakes up  if the bedroom lights are off it sets the lights in relax mode (impact not too strong) and ,reminders-reminders, sends a voice that says: Have a nice day.,1
student2019-8,155,Safety,Generic,Generic,kitchen-motion,the motion sensor in the kitchen does not detect movement (condition) ,cognitive-cognitivestate,if  Test-user cognitive state is  mild cognitive impairment,0
student2019-1,123,EnergySaving,Generic,Generic,bedroomlight-state;alarms-alarms,the lights are on the action signaled by an alarm with notification: Energy saving mode active and ,bathroom-hue color light bathroom,turn on a red light in the bathroom.,0
student2020-21,328,"Wellbeing,Comfort",Generic,ColdSeason,bathroom-lightlevel,"Bathroom Light state is  off  ,   ",test-user-medicine,If I have not taken the medicine between 8:00 and 12:00 ,0
domainExpert4,24,Generic,Caregiver,Debug,none,none,bathroom-alllight, turn on all lights in the bathroom,0
student2020-1,229,Organizing,Student,Morning,none,none,bedroomlight-state,"the bedroom lights are off, ",1
applicationExpert4,106,Safety,Caregiver,ElderlyAlone,alarms-alarms,"do send  one  alarm  ""Elderly is outside house!"" by sms to caregiver ",relativeposition-typeofproximity,Test-user   is  outside house,1
applicationExpert4,109,Wellbeing,Generic,Generic,none,none,datetime-localtime, WHEN  time becomes  15:00 minutes and,1
student2020-10,271,EnergySaving,Generic,Night,corridorlightstrip-state;alarms-alarms,"If the light in the hallway is not turned off from 12 midnight to 7 a.m., send 2 times an alarm by text message to 33334444111 saying, ""Attention, the lights in the hallway are on, remember to turn them off!"" and  ",bedroomportablelight-temperature,If the bedside light is above 5299K,0
student2021-09,402,Safety,Generic,Generic,alarms-notificationmode,start the alarm and  ,coffee machine-state,"the coffee machine is off, ",0
student2019-18,210,Comfort,Generic,Generic,entrance-alllight,ACTION: Turn on the entrance and  ,devices-tv,turn off the television and ,0
student2020-14,293,EnergySaving,Generic,Generic,alarms-alarms,"send an alert notification saying ""No need to keep the light on"" and  ",livingroom-alllight,turn off the light in the living room,1
student2019-4,138,Organizing,Generic,BadWeather,none,none,twentyfourhoursweatherforecast-rain,If tomorrow it will rain and,1
student2020-18,314,Wellbeing,Generic,Generic,bedroomportablelight-state,"and if the bedroom light is off, ",bedroom-alllight," turn on all the lights in the bedroom, ",1
student2020-27,355,Generic,Generic,Generic,none,none,fridge-door,"When the fridge door opens, ",1
student2019-15,198,Comfort,Generic,Generic,entrance-motion,"if movement is detected at the entrance, ",bathroom-hue color light bathroom,turn on a blue colored light for 15 minutes and ,0
student2021-06,386,Wellbeing,Generic,BadWeather,currentweather-rain;bedroom-windowsensor,"When it rains,  if the bedroom window is open,  ",bedroom-changelightstate,turn on the bedroom lights,1
student2021-05,384,Wellbeing,Generic,Generic,none,none,bedroom-hue color light bedroom,"turn on the light and set it to a relaxing yellow color for 60 minutes,",1
domainExpert7,51,Comfort,Caregiver,Generic,none,none,medication-intaketime,if  Test-user intake time is different from  15:00,0
student2020-25,346,Comfort,Generic,Generic,alarms-alarms," send the alarm notification ""Bathroom light is off"" and  ",kitchen-relax,"start relaxing the light scene in the kitchen,",0
student2019-9,168,Security,Generic,Generic,none,none,all-alllight,turn on all the lights in the house.,1
domainExpert4,22,Health,Caregiver,Generic,activity-medicationname,if Eucreas morning was not taken between 7:30am and 8:00am ,alarms-alarms,"please send two notices ""Take Morning Eucreas "" by notification",1
student2019-10,171,Wellbeing,Generic,Evening,datatime-localtime;bedroom-lightlevel,If it's after 9:30 pm and the bedroom light level is high ,reminders-reminders,send a notification suggesting that you turn down the brightness in the room.,1
applicationExpert4,107,"Safety, Comfort",Generic,Night,none,none,activity-medicationname,if Provisacor has not been taken between 20:11 and 21:12,0
applicationExpert4,104,"Health, Wellbeing",Generic,Generic,none,none,home-electricity,"If the electricity fails between 11pm and 7am (while you sleep), ",0
student2021-15,430,Comfort,Generic,"Morning,Working",none,none,datetime-daytype,"it's a working day, ",1
student2019-1,124,Safety,Caregiver,"ElderlyAlone, Night",corridor-light strip corridor,a light strip of LEDs will be activated in the corridor for a period of 10 minutes in order to facilitate nocturnal movements within the house ,alerts-alerts,"turn on the light strip corridor, ",0
student2019-7,152,Wellbeing,Generic,Generic,none,none,cognitive-emotionalstate,If the user is sad and,1
student2019-14,194,Generic,Generic,Generic,none,none,cognitive-vocalemotionalstate,"the person's voice is sad, ",0
student2019-16,202,"Comfort, Wellbeing",Generic,ColdSeason,alarms-alarms, send three notifications and  ,bedroom-temperature,When the bedroom temperature exceeds 27 degrees and ,0
student2020-3,239,Wellbeing,Generic,Night,bedroomlight-state,"and the bed light is off,  ",alarms-alarms,I ask the user if he is ok and ,1
student2019-11,179,"Wellbeing, EnergySaving",Generic,ColdSeason,none,none,all-activate,start the activating light scene,0
student2019-9,169,"Wellbeing, Organizing",Generic,Morning,none,none,bedroomlight-state, the room light is on,1
student2020-4,241,"Comfort,Wellbeing",Generic,Generic,livingroom-alllight;alarms-alarms,"turn on the living room lights  text me ""Fix the living room temperature"" and  ",livingroom-temperaturelevel,If the living room temperature is not 25 ° C between 1pm and 10pm,1
student2021-12,416,Safety,Generic,Night,alarms-notificationmode,start the sirens and  ,twentyfourhoursweatherforecast-outdoorcondition,Weather & Time outdoor condition is  clear sky  and,0
student2021-09,404,Security,Generic,GoingOut,entrance-door;reminders-reminders;entrance-doorsensor,"close the door.  send the notification 'The door is left open!' and  if the front door is open, ",sleep-sleepduration,When I sleep for more than 8 hours and ,0
student2020-23,338,"Wellbeing,Organizing",Generic,BadWeather,corridor-alllight;alarms-alarms,"turn on the lights in the hallway.  send the voice message ""It's raining"" and  ",bedroom-lightlevel,When  Bedroom light level becomes  no light,0
student2019-15,198,Comfort,Generic,Generic,none,none,reminders-reminders, send a notification with the word 'Welcome back' and ,1
student2020-16,302,Wellbeing,Generic,ColdSeason,reminders-reminders;bedroom-temperaturelevel,"then the system sends an SMS to the user's mobile phone notifying them that the temperature is too low. the temperature in the bedroom drops,  ",currentweather-outdoortemperature,If the temperature outside the home is below 2°C and ,1
student2020-26,352,Wellbeing,Generic,Generic,sleep-sleepduration,When the user has been sleeping for 5 hours and  ,datetime-localtime,"it is midday, ",1
student2020-9,266,EnergySaving,Generic,Night,none,none,test-user-vocalsentence,"When the user says 'Alexa, make coffee' and ",0
student2021-11,414,EnergySaving,Generic,GoingOut,relativeposition-typeofproximity;heating system-state;home-heating,"When I am away from home and  the heating system is on,  turn off the heating system and  ",entrance-noiselevel,If the noise level at the entrance is greater than 0 and ,0
student2021-01,364,"Comfort,Organizing",Generic,Generic,coffee machine-state,"the coffee machine is on,  ",devices-tv,turn off the TV and ,0
domainExpert4,13,Health,Caregiver,Generic,alarms-alarms,"send two alerts ""Duoplavin lunch"" by notification ",activity-medicationname,if Duoplavin lunch was not taken between 1:07 pm and 2:09 pm,1
applicationExpert4,91,EnergySaving,Generic,GoingOut,relativeposition-typeofproximity,When  Test-user   is  outside house ,all-alllight,do  turn off all lights in the house,1
student2020-7,258,Safety,Generic,Generic,none,none,kitchen-smokesensor,If the smoke detection sensor in the kitchen is activated and,1
student2019-8,162,Safety,Family,Night,reminders-reminders,"send the parent (s) three alarms with the text ""Child is not in the bedroom!"" and ",bedroom-hue color light bedroom,turn on the light of (their) bedroom  setting it to red.,1
applicationExpert1,37,Health,Caregiver,Generic,none,none,greatluminaire-state,if the state of Great Luminaire is off,0
student2021-14,425,Generic,Generic,Generic,entrance light-state,"If the outside lights are off, ",reminders-reminders," remind me to turn on the lights via the notification ""Turn the lights on"" on my mobile.",1
student2020-13,288,EnergySaving,Generic,Morning,kitchen-alllight,it will turn off all kitchen lights and  ,fridge-door,"When the fridge door is open, ",0
domainExpert5,27,Safety,Caregiver,ElderlyAlone,datetime-localtime;datetime-localtime,the time is between 21:00 and 22:00 the time is between 21:00 and 22:00 ,relativeposition-typeofproximity,when the test user goes out and,1
student2020-22,334,"Comfort,Organizing",Generic,Generic,none,none,entrancelight-state," if the entrance light is off, ",1
student2020-6,251,EnergySaving,Generic,Night,none,none,kitchen-temperaturelevel,"the kitchen temperature is above 40,",0
student2021-07,394,EnergySaving,Generic,Generic,none,none,devices-alexa services,start the music with Alexa.,0
student2020-19,317,Safety,Generic,Generic,kitchen-lightlevel,"when the kitchen lights go out,  ",kitchen-gassensor,if the gas is on ,1
student2020-21,329,"Wellbeing,Health",Generic,Generic,physiological-heartrate;livingroomlight-color;reminders-reminders,"If the user's heart rate is greater than 90 and  the light in the living room is yellow,  send two reminder SMS ""Hearth rate more than 90 BPM"" to notify the user and  ",bedroom-alllight,turn on the lights in the bedroom,1
student2019-8,162,Safety,Family,Night,none,none,reminders-reminders,"send the parent (s) three alarms with the text ""Child is not in the bedroom!"" and",1
student2020-10,274,Wellbeing,Generic,Generic,none,none,bathroomlight-state," the light is off, ",0
student2019-1,123,EnergySaving,Generic,Generic,none,none,bedroom-relax,the intensity of the lighting in the room will be lowered.,1
student2021-10,407,"Comfort, Wellbeing",Generic,Generic,livingroom-hue color light living room,change the color of the lights in the living room to yellow ,all-biorhythmlight,flash all the lights in the house.,0
domainExpert10,119,"Health, Wellbeing",Caregiver,Generic,none,none,livingroom-livingroom-greatluminare,turn on the large living room light and ,0
student2020-11,279,Comfort,Generic,Generic,bathroomlight-state;vocalinput-vocalstring,"If the bathroom light is on and  the user says the voice input ""Turn off the lights in the bathroom,""  ",bathroom-alllight,turn off the lights in the bathroom and ,1
student2020-8,264,Safety,Caregiver,Generic,bathroomlight-state,"the bathroom light is on,  ",timeinsidearoom-timeinsidebathroom,when a person is in the bathroom for more than ten minutes and ,1
domainExpert8,69,"Comfort, Safety",Generic,Night,datetime-localtime;datetime-localtime,When time is    lt 06:00 minutes When time is    gt 02:30 minutes AND ,datetime-localtime,When time is    lt 23:59 minutes or,1
student2020-8,262,Generic,Generic,Generic,bathroom-doorsensor,When the bathroom door sensor opens and  ,bathroom-doorsensor,"when the sensor is open, ",1
student2019-3,130,"Organizing, Wellbeing",Student,Morning,none,none,livingroomlight-state,If the lights are off and,1
student2019-12,184,Organizing,Generic,Generic,bathroomlight-state," the bathroom light is on, ",cognitive-trainingtime,Test-user training time becomes  less then  15 minutes,0
domainExpert4,24,Generic,Caregiver,Debug,reminders-reminders,"do send  the reminder ""Turn off the great luminarie"" by notification ",greatluminaire-state,if  Great Luminaire state is different from  off,1
student2019-10,171,Wellbeing,Generic,Evening,none,none,kitchen-alllight,turn on the light in the kitchen and,0
student2021-07,390,Generic,Generic,Generic,none,none,relativeposition-typeofproximity,"When the user enters the house, ",1
